itemid	datasource	genre	subgenre	orig_lang	speaker_id	reflabel	observations	maxagree	majority_softlabel	majoritylabel_sampled	majority_distrlabel20	majority_distrlabel40	arg1	arg2	sent1	sent2
original_en_batch_31_item_02	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=73 NAME=\"Ludford\">	NA	10	0.8	synchronous:0; precedence:0; succession:0; reason:0; result:0.8; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0.2; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;disjunction	result	It is unreasonable at this stage to postpone it to a time when a lot of people will have left. If you are intending to postpone it to 5.30 p.m., it will totally distort the vote on this report.	I urge that we carry on now, understanding all the difficulties that you have mentioned.	If you are intending to postpone it to 5.30 p.m., it will totally distort the vote on this report.	I urge that we carry on now, understanding all the difficulties that you have mentioned.
original_en_batch_31_item_03	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=76 NAME=\"Ludford\">	NA	10	1	synchronous:0; precedence:0; succession:0; reason:1.0; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	Mr President, I should like to request that it not be taken this evening.	The vote will be totally distorted. We know that a lot of people will leave this afternoon.	Mr President, I should like to request that it not be taken this evening.	The vote will be totally distorted.
original_en_batch_31_item_04	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=76 NAME=\"Ludford\">	NA	10	0.9	synchronous:0; precedence:0; succession:0; reason:0.9; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	Mr President, I should like to request that it not be taken this evening. The vote will be totally distorted.	We know that a lot of people will leave this afternoon. They do not expect this kind of vote on a Thursday afternoon.	The vote will be totally distorted.	We know that a lot of people will leave this afternoon.
original_en_batch_31_item_05	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=76 NAME=\"Ludford\">	NA	10	0.8	synchronous:0; precedence:0; succession:0; reason:0.8; result:0; arg1-as-cond:0; arg2-as-cond:0.1; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	The vote will be totally distorted. We know that a lot of people will leave this afternoon.	They do not expect this kind of vote on a Thursday afternoon. Could we not postpone it until the April plenary session in Strasbourg?	We know that a lot of people will leave this afternoon.	They do not expect this kind of vote on a Thursday afternoon.
original_en_batch_31_item_06	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=76 NAME=\"Ludford\">	NA	10	0.5	synchronous:0.1; precedence:0; succession:0; reason:0; result:0.3; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0.5; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	disjunction	result;disjunction	disjunction	We know that a lot of people will leave this afternoon. They do not expect this kind of vote on a Thursday afternoon.	Could we not postpone it until the April plenary session in Strasbourg?	They do not expect this kind of vote on a Thursday afternoon.	Could we not postpone it until the April plenary session in Strasbourg?
original_en_batch_31_item_10	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=88 NAME=\"Wallis\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.3; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.2; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	conjunction;reason;arg2-as-detail	reason	Mr President, I want to give the explanation on behalf of the Liberal Group in respect of the Commission's legislative programme.	We abstained as a group throughout this vote. The reason, as we made clear during the debate on Tuesday, is because we believe the process to be flawed, not because we necessarily have any quarrel with the content.	Mr President, I want to give the explanation on behalf of the Liberal Group in respect of the Commission's legislative programme.	We abstained as a group throughout this vote.
original_en_batch_31_item_11	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=88 NAME=\"Wallis\">	NA	10	0.5	synchronous:0; precedence:0; succession:0; reason:0; result:0.5; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.2; disjunction:0.1; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result;conjunction	result	We abstained as a group throughout this vote. The reason, as we made clear during the debate on Tuesday, is because we believe the process to be flawed, not because we necessarily have any quarrel with the content.	Having put this marker down for this time, in the future we would like to see the process reviewed so that it amounts to more than just ourselves as a Parliament swapping lists with the Commission.	The reason, as we made clear during the debate on Tuesday, is because we believe the process to be flawed, not because we necessarily have any quarrel with the content.	Having put this marker down for this time, in the future we would like to see the process reviewed so that it amounts to more than just ourselves as a Parliament swapping lists with the Commission.
original_en_batch_31_item_14	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=168 NAME=\"Nicholson of Winterbourne\">	NA	10	0.6	synchronous:0; precedence:0; succession:0; reason:0; result:0.6; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0.1; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0.1; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	result	result	result	Mr President, we had a welcome visit yesterday to this Parliament from a delegation from the CIS Parliamentary Assembly.	This gave us a unique opportunity to discuss Russia's war with Chechnya face- to- face with other Parliamentarians.	Mr President, we had a welcome visit yesterday to this Parliament from a delegation from the CIS Parliamentary Assembly.	This gave us a unique opportunity to discuss Russia's war with Chechnya face- to- face with other Parliamentarians.
original_en_batch_31_item_18	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=183 NAME=\"Perry\">	NA	10	0.9	synchronous:0; precedence:0; succession:0; reason:0.9; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.1; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	Mr President, I too am sorry that the vote will not now be taking place.	I am concerned, as are the other speakers, at the plight of the people in Iraq. One should never forget that the plight of the people in Iraq is being inflicted upon them by their own government. We should not forget that in January this year Parliament passed a resolution asking that the Kuwaiti prisoners of war still imprisoned in Iraq should be released or at least that details should be given to their families and that there should be compliance with the United Nations resolutions. That has not happened and we must be quite unequivocal in sending the message to Iraq, and indeed to the people of Kuwait, that we in Europe are not going to forget and are not going to ignore the plight of those people still being improperly imprisoned in Iraq.	Mr President, I too am sorry that the vote will not now be taking place.	I am concerned, as are the other speakers, at the plight of the people in Iraq.
original_en_batch_31_item_19	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=183 NAME=\"Perry\">	NA	10	0.3	synchronous:0; precedence:0; succession:0; reason:0.1; result:0.2; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0.1; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0.3; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0.1; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0.1; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	conjunction	result;conjunction	conjunction	One should never forget that the plight of the people in Iraq is being inflicted upon them by their own government. We should not forget that in January this year Parliament passed a resolution asking that the Kuwaiti prisoners of war still imprisoned in Iraq should be released or at least that details should be given to their families and that there should be compliance with the United Nations resolutions. That has not happened and we must be quite unequivocal in sending the message to Iraq, and indeed to the people of Kuwait, that we in Europe are not going to forget and are not going to ignore the plight of those people still being improperly imprisoned in Iraq.	We want to make that message as loud and clear and unequivocal as we possibly can.	That has not happened and we must be quite unequivocal in sending the message to Iraq, and indeed to the people of Kuwait, that we in Europe are not going to forget and are not going to ignore the plight of those people still being improperly imprisoned in Iraq.	We want to make that message as loud and clear and unequivocal as we possibly can.
original_en_batch_32_item_02	europarl-original-en-ep-00-03-16.txt	europarl	NA	English	<SPEAKER ID=187 NAME=\"Lynne\">	NA	10	0.9	synchronous:0; precedence:0; succession:0; reason:0.9; result:0; arg1-as-cond:0; arg2-as-cond:0; arg1-as-negcond:0; arg2-as-negcond:0; arg1-as-goal:0; arg2-as-goal:0.1; arg1-as-denier:0; arg2-as-denier:0; contrast:0; similarity:0; conjunction:0; disjunction:0; arg1-as-instance:0; arg2-as-instance:0; arg1-as-detail:0; arg2-as-detail:0; equivalence:0; arg1-as-manner:0; arg2-as-manner:0; arg1-as-excpt:0; arg2-as-excpt:0; arg2-as-subst:0; arg1-as-subst:0; differentcon:0; norel:0	reason	reason	reason	Mr President, I am pleased that we are debating this resolution today even though I would have preferred the ELDR resolution to have been the one we are debating. India and Pakistan have carried on this conflict for over fifty years now. There were UN resolutions that called for a plebiscite for the people of Kashmir all that time ago, and still nothing has happened. It is even more important now that we find a solution, especially as both India and Pakistan are nuclear powers.	If there is another war across that border, I believe it could turn into a nuclear war, and that will be a problem not only for India and Pakistan and the people of Kashmir but for all of us. That is why I hope India and Pakistan will come to the negotiating table, together with the people of Kashmir.	It is even more important now that we find a solution, especially as both India and Pakistan are nuclear powers.	If there is another war across that border, I believe it could turn into a nuclear war, and that will be a problem not only for India and Pakistan and the people of Kashmir but for all of us.
